accession,method,start,end
NC_004088.1,SAGE-GI-P,3798001,3815000
NC_004088.1,SAGE-GI-P,3928001,3968000
NC_004088.1,SAGE-GI-P,4435001,4461000
NC_004088.1,SAGE-GI-F,268001,290000
NC_004088.1,SAGE-GI-F,521001,573000
NC_004088.1,SAGE-GI-F,1874001,1899000
NC_004088.1,SAGE-GI-F,2412001,2457000
NC_004088.1,SAGE-GI-F,2646001,2677000
NC_004088.1,SAGE-GI-F,2955001,3008000
NC_004088.1,SAGE-GI-F,3399051,3409350
NC_004088.1,SAGE-GI-F,3693001,3720000
NC_004088.1,SAGE-GI-F,3729001,3836000
NC_004088.1,SAGE-GI-F,3928001,3968000
NC_004088.1,SAGE-GI-F,4435001,4461000
NC_004088.1,SAGE-GI-R,7751,58850
NC_004088.1,SAGE-GI-R,186951,219750
NC_004088.1,SAGE-GI-R,261751,297150
NC_004088.1,SAGE-GI-R,349051,389050
NC_004088.1,SAGE-GI-R,408051,424250
NC_004088.1,SAGE-GI-R,502851,550650
NC_004088.1,SAGE-GI-R,560651,578450
NC_004088.1,SAGE-GI-R,587251,608450
NC_004088.1,SAGE-GI-R,631351,639750
NC_004088.1,SAGE-GI-R,667751,688050
NC_004088.1,SAGE-GI-R,761451,790150
NC_004088.1,SAGE-GI-R,833751,863350
NC_004088.1,SAGE-GI-R,885551,894550
NC_004088.1,SAGE-GI-R,1020651,1033250
NC_004088.1,SAGE-GI-R,1049751,1065350
NC_004088.1,SAGE-GI-R,1088651,1121550
NC_004088.1,SAGE-GI-R,1143451,1162950
NC_004088.1,SAGE-GI-R,1197951,1224050
NC_004088.1,SAGE-GI-R,1255351,1263450
NC_004088.1,SAGE-GI-R,1270151,1309550
NC_004088.1,SAGE-GI-R,1367551,1381350
NC_004088.1,SAGE-GI-R,1479451,1542950
NC_004088.1,SAGE-GI-R,1691551,1732950
NC_004088.1,SAGE-GI-R,1802751,1821450
NC_004088.1,SAGE-GI-R,1855351,1904550
NC_004088.1,SAGE-GI-R,2013751,2046750
NC_004088.1,SAGE-GI-R,2219451,2235250
NC_004088.1,SAGE-GI-R,2367151,2381650
NC_004088.1,SAGE-GI-R,2410851,2451550
NC_004088.1,SAGE-GI-R,2491051,2505250
NC_004088.1,SAGE-GI-R,2544051,2576750
NC_004088.1,SAGE-GI-R,2595051,2620950
NC_004088.1,SAGE-GI-R,2642751,2707150
NC_004088.1,SAGE-GI-R,2748751,2775550
NC_004088.1,SAGE-GI-R,2940251,3024050
NC_004088.1,SAGE-GI-R,3049751,3087150
NC_004088.1,SAGE-GI-R,3188251,3207250
NC_004088.1,SAGE-GI-R,3304051,3325150
NC_004088.1,SAGE-GI-R,3360351,3421450
NC_004088.1,SAGE-GI-R,3510751,3534550
NC_004088.1,SAGE-GI-R,3586351,3600550
NC_004088.1,SAGE-GI-R,3664751,3677650
NC_004088.1,SAGE-GI-R,3691351,3824450
NC_004088.1,SAGE-GI-R,3844651,3877650
NC_004088.1,SAGE-GI-R,3924651,3983650
NC_004088.1,SAGE-GI-R,4010851,4026250
NC_004088.1,SAGE-GI-R,4062651,4093150
NC_004088.1,SAGE-GI-R,4193451,4254850
NC_004088.1,SAGE-GI-R,4323751,4335750
NC_004088.1,SAGE-GI-R,4432751,4472050
NC_004088.1,SAGE-GI-R,4569551,4595750
NC_004088.1,NT-v2-only,269001,290000
NC_004088.1,NT-v2-only,351001,368000
NC_004088.1,NT-v2-only,534001,548000
NC_004088.1,NT-v2-only,1197001,1224000
NC_004088.1,NT-v2-only,1875001,1900000
NC_004088.1,NT-v2-only,2648001,2680000
NC_004088.1,NT-v2-only,2722001,2745000
NC_004088.1,NT-v2-only,2957001,2991000
NC_004088.1,NT-v2-only,3759001,3822000
NC_004088.1,NT-v2-only,3948001,3971000
NC_004088.1,NT-v2-only,4437001,4461000
NC_004088.1,NT-v2-only,4585351,4595750
NC_004088.1,SAGE-GI(NT),269001,290000
NC_004088.1,SAGE-GI(NT),534001,548000
NC_004088.1,SAGE-GI(NT),1197001,1224000
NC_004088.1,SAGE-GI(NT),2648001,2680000
NC_004088.1,SAGE-GI(NT),2957001,2991000
NC_004088.1,SAGE-GI(NT),3516001,3526000
NC_004088.1,SAGE-GI(NT),3674001,3714000
NC_004088.1,SAGE-GI(NT),3747001,3822000
NC_004088.1,SAGE-GI(NT),3948001,3971000
NC_004088.1,SAGE-GI(NT),4437001,4461000
NC_004116.1,Comp-only,3601,96300
NC_004116.1,Comp-only,161501,178700
NC_004116.1,Comp-only,238701,263600
NC_004116.1,Comp-only,558801,603600
NC_004116.1,Comp-only,1273401,1309200
NC_004116.1,Comp-only,1825801,1858600
NC_004116.1,Comp-only,1957201,2009900
NC_004116.1,Comp-only+center,8551,101250
NC_004116.1,Comp-only+center,166451,183650
NC_004116.1,Comp-only+center,243651,268550
NC_004116.1,Comp-only+center,563751,608550
NC_004116.1,Comp-only+center,1278351,1314150
NC_004116.1,Comp-only+center,1830751,1863550
NC_004116.1,Comp-only+center,1962151,2014850
NC_004116.1,DNABERT-2-only,16001,97000
NC_004116.1,DNABERT-2-only,557001,609000
NC_004116.1,DNABERT-2-only,922001,940000
NC_004116.1,DNABERT-2-only,1256001,1319000
NC_004116.1,DNABERT-2-only,1834001,1861000
NC_004116.1,DNABERT-S-only,15001,99000
NC_004116.1,DNABERT-S-only,566001,608000
NC_004116.1,DNABERT-S-only,920151,930350
NC_004116.1,DNABERT-S-only,1244001,1322000
NC_004116.1,DNABERT-S-only,1835001,1857000
NC_004116.1,SAGE-GI,15001,99000
NC_004116.1,SAGE-GI,250001,262000
NC_004116.1,SAGE-GI,566001,608000
NC_004116.1,SAGE-GI,918651,929450
NC_004116.1,SAGE-GI,1244001,1322000
NC_004116.1,SAGE-GI,1835001,1857000
NC_004116.1,SAGE-GI,1955001,2004000
NC_004116.1,SAGE-GI(D2),16001,97000
NC_004116.1,SAGE-GI(D2),567001,609000
NC_004116.1,SAGE-GI(D2),913851,933350
NC_004116.1,SAGE-GI(D2),1267001,1319000
NC_004116.1,SAGE-GI(D2),1834001,1861000
NC_004116.1,SAGE-GI(D2),1953001,2012000
NC_004116.1,SAGE-GI/detrend=250kb,1001,99000
NC_004116.1,SAGE-GI/detrend=250kb,567001,608000
NC_004116.1,SAGE-GI/detrend=250kb,1281001,1319000
NC_004116.1,SAGE-GI/detrend=250kb,1828001,1856000
NC_004116.1,SAGE-GI/detrend=250kb,1955001,2003000
NC_004116.1,SAGE-GI/detrend=250kb,2090001,2159000
NC_004116.1,SAGE-GI/no-refine,12551,101550
NC_004116.1,SAGE-GI/no-refine,167451,181650
NC_004116.1,SAGE-GI/no-refine,245851,260050
NC_004116.1,SAGE-GI/no-refine,562851,606350
NC_004116.1,SAGE-GI/no-refine,918651,929450
NC_004116.1,SAGE-GI/no-refine,1252751,1310850
NC_004116.1,SAGE-GI/no-refine,1831351,1865050
NC_004116.1,SAGE-GI/no-refine,1967651,2012650
NC_004116.1,SAGE-GI/start-assign,15001,99000
NC_004116.1,SAGE-GI/start-assign,250001,264000
NC_004116.1,SAGE-GI/start-assign,567001,608000
NC_004116.1,SAGE-GI/start-assign,925001,941000
NC_004116.1,SAGE-GI/start-assign,1244001,1322000
NC_004116.1,SAGE-GI/start-assign,1835001,1857000
NC_004116.1,SAGE-GI/start-assign,1968001,2001000
NC_004116.1,SAGE-GI/d=4,17001,98000
NC_004116.1,SAGE-GI/d=4,155001,170000
NC_004116.1,SAGE-GI/d=4,250001,271000
NC_004116.1,SAGE-GI/d=4,557001,608000
NC_004116.1,SAGE-GI/d=4,1246001,1312000
NC_004116.1,SAGE-GI/d=4,1833001,1866000
NC_004116.1,SAGE-GI/d=4,1951001,2003000
NC_004116.1,SAGE-GI/d=8,16001,97000
NC_004116.1,SAGE-GI/d=8,155001,170000
NC_004116.1,SAGE-GI/d=8,561001,608000
NC_004116.1,SAGE-GI/d=8,1237001,1311000
NC_004116.1,SAGE-GI/d=8,1835001,1866000
NC_004116.1,SAGE-GI/d=8,1954001,2003000
NC_004116.1,SAGE-GI/d=16,15001,97000
NC_004116.1,SAGE-GI/d=16,249001,262000
NC_004116.1,SAGE-GI/d=16,567001,608000
NC_004116.1,SAGE-GI/d=16,920001,941000
NC_004116.1,SAGE-GI/d=16,1242001,1306000
NC_004116.1,SAGE-GI/d=16,1834001,1871000
NC_004116.1,SAGE-GI/d=16,1955001,2001000
NC_004116.1,SAGE-GI/d=32,16001,99000
NC_004116.1,SAGE-GI/d=32,566001,609000
NC_004116.1,SAGE-GI/d=32,915451,930050
NC_004116.1,SAGE-GI/d=32,1239001,1324000
NC_004116.1,SAGE-GI/d=32,1836001,1854000
NC_004116.1,SAGE-GI/d=32,1954001,2004000
NC_004116.1,SAGE-GI/d=48,16001,98000
NC_004116.1,SAGE-GI/d=48,564001,609000
NC_004116.1,SAGE-GI/d=48,1252001,1324000
NC_004116.1,SAGE-GI/d=48,1836001,1860000
NC_004116.1,SAGE-GI/d=48,1954001,2005000
NC_004116.1,SAGE-GI-P,15001,51000
NC_004116.1,SAGE-GI-P,76001,99000
NC_004116.1,SAGE-GI-P,566001,608000
NC_004116.1,SAGE-GI-P,1259001,1322000
NC_004116.1,SAGE-GI-P,1835001,1857000
NC_004116.1,SAGE-GI-P,1955001,2004000
NC_004116.1,SAGE-GI-F,15001,99000
NC_004116.1,SAGE-GI-F,250001,262000
NC_004116.1,SAGE-GI-F,566001,608000
NC_004116.1,SAGE-GI-F,918651,929450
NC_004116.1,SAGE-GI-F,1244001,1322000
NC_004116.1,SAGE-GI-F,1835001,1857000
NC_004116.1,SAGE-GI-F,1955001,2004000
NC_004116.1,SAGE-GI-R,7851,104850
NC_004116.1,SAGE-GI-R,160051,195250
NC_004116.1,SAGE-GI-R,236151,274150
NC_004116.1,SAGE-GI-R,344551,380950
NC_004116.1,SAGE-GI-R,408051,431350
NC_004116.1,SAGE-GI-R,440251,461150
NC_004116.1,SAGE-GI-R,554551,611850
NC_004116.1,SAGE-GI-R,629151,646650
NC_004116.1,SAGE-GI-R,661151,678550
NC_004116.1,SAGE-GI-R,816551,835850
NC_004116.1,SAGE-GI-R,903251,976650
NC_004116.1,SAGE-GI-R,1001151,1057750
NC_004116.1,SAGE-GI-R,1164251,1178250
NC_004116.1,SAGE-GI-R,1239551,1318350
NC_004116.1,SAGE-GI-R,1456251,1488850
NC_004116.1,SAGE-GI-R,1758451,1772050
NC_004116.1,SAGE-GI-R,1829751,1868450
NC_004116.1,SAGE-GI-R,1953551,2014750
NC_004116.1,SAGE-GI-R,2027551,2050650
NC_004116.1,SAGE-GI-R,2085551,2101850
NC_004116.1,NT-v2-only,18001,97000
NC_004116.1,NT-v2-only,164001,188000
NC_004116.1,NT-v2-only,563001,618000
NC_004116.1,NT-v2-only,916001,949000
NC_004116.1,NT-v2-only,1285001,1333000
NC_004116.1,NT-v2-only,1826001,1867000
NC_004116.1,SAGE-GI(NT),18001,97000
NC_004116.1,SAGE-GI(NT),164001,188000
NC_004116.1,SAGE-GI(NT),563001,618000
NC_004116.1,SAGE-GI(NT),916001,949000
NC_004116.1,SAGE-GI(NT),1285001,1305000
NC_004116.1,SAGE-GI(NT),1827001,1867000
NC_004116.1,SAGE-GI(NT),1953001,2017000
NC_004337.1,Comp-only,215001,236000
NC_004337.1,Comp-only,694701,746700
NC_004337.1,Comp-only,893601,918700
NC_004337.1,Comp-only,1388901,1420400
NC_004337.1,Comp-only,1910801,1938200
NC_004337.1,Comp-only,2031201,2076900
NC_004337.1,Comp-only,2104101,2120400
NC_004337.1,Comp-only,3050901,3103700
NC_004337.1,Comp-only,3410501,3428400
NC_004337.1,Comp-only,3804201,3829500
NC_004337.1,Comp-only,4179101,4214900
NC_004337.1,Comp-only+center,219951,240950
NC_004337.1,Comp-only+center,699651,751650
NC_004337.1,Comp-only+center,898551,923650
NC_004337.1,Comp-only+center,1393851,1425350
NC_004337.1,Comp-only+center,1915751,1943150
NC_004337.1,Comp-only+center,2036151,2081850
NC_004337.1,Comp-only+center,2109051,2125350
NC_004337.1,Comp-only+center,3055851,3108650
NC_004337.1,Comp-only+center,3415451,3433350
NC_004337.1,Comp-only+center,3809151,3834450
NC_004337.1,Comp-only+center,4184051,4219850
NC_004337.1,DNABERT-2-only,193001,244000
NC_004337.1,DNABERT-2-only,375001,398000
NC_004337.1,DNABERT-2-only,726001,750000
NC_004337.1,DNABERT-2-only,897001,951000
NC_004337.1,DNABERT-2-only,1401001,1425000
NC_004337.1,DNABERT-2-only,1909001,1938000
NC_004337.1,DNABERT-2-only,2045001,2061000
NC_004337.1,DNABERT-2-only,3058001,3106000
NC_004337.1,DNABERT-2-only,3297001,3310000
NC_004337.1,DNABERT-2-only,3405001,3445000
NC_004337.1,DNABERT-2-only,4186001,4225000
NC_004337.1,DNABERT-S-only,215001,253000
NC_004337.1,DNABERT-S-only,297001,318000
NC_004337.1,DNABERT-S-only,696001,751000
NC_004337.1,DNABERT-S-only,1910001,1940000
NC_004337.1,DNABERT-S-only,2041001,2062000
NC_004337.1,DNABERT-S-only,2495951,2508450
NC_004337.1,DNABERT-S-only,2688001,2722000
NC_004337.1,DNABERT-S-only,3053001,3103000
NC_004337.1,DNABERT-S-only,3404001,3445000
NC_004337.1,DNABERT-S-only,3562001,3608000
NC_004337.1,DNABERT-S-only,3750001,3765000
NC_004337.1,DNABERT-S-only,3934001,3950000
NC_004337.1,DNABERT-S-only,4187001,4225000
NC_004337.1,SAGE-GI,215001,243000
NC_004337.1,SAGE-GI,288001,318000
NC_004337.1,SAGE-GI,696001,751000
NC_004337.1,SAGE-GI,901001,924000
NC_004337.1,SAGE-GI,1910001,1946000
NC_004337.1,SAGE-GI,2041001,2074000
NC_004337.1,SAGE-GI,2497051,2508550
NC_004337.1,SAGE-GI,3053001,3103000
NC_004337.1,SAGE-GI,3404001,3445000
NC_004337.1,SAGE-GI,3596001,3608000
NC_004337.1,SAGE-GI,3806001,3853000
NC_004337.1,SAGE-GI,4187001,4225000
NC_004337.1,SAGE-GI(D2),215001,244000
NC_004337.1,SAGE-GI(D2),726001,750000
NC_004337.1,SAGE-GI(D2),916001,951000
NC_004337.1,SAGE-GI(D2),1401001,1425000
NC_004337.1,SAGE-GI(D2),1909001,1938000
NC_004337.1,SAGE-GI(D2),2045001,2061000
NC_004337.1,SAGE-GI(D2),3058001,3106000
NC_004337.1,SAGE-GI(D2),3297001,3310000
NC_004337.1,SAGE-GI(D2),3405001,3445000
NC_004337.1,SAGE-GI(D2),4186001,4225000
NC_004337.1,SAGE-GI/detrend=250kb,1001,93000
NC_004337.1,SAGE-GI/detrend=250kb,215001,247000
NC_004337.1,SAGE-GI/detrend=250kb,696001,751000
NC_004337.1,SAGE-GI/detrend=250kb,905001,924000
NC_004337.1,SAGE-GI/detrend=250kb,1909001,1946000
NC_004337.1,SAGE-GI/detrend=250kb,2041001,2062000
NC_004337.1,SAGE-GI/detrend=250kb,3053001,3103000
NC_004337.1,SAGE-GI/detrend=250kb,3404001,3445000
NC_004337.1,SAGE-GI/detrend=250kb,4187001,4226000
NC_004337.1,SAGE-GI/detrend=250kb,4502001,4606000
NC_004337.1,SAGE-GI/no-refine,219251,252950
NC_004337.1,SAGE-GI/no-refine,297651,309350
NC_004337.1,SAGE-GI/no-refine,703551,751750
NC_004337.1,SAGE-GI/no-refine,902351,923950
NC_004337.1,SAGE-GI/no-refine,1914351,1938250
NC_004337.1,SAGE-GI/no-refine,2039651,2077350
NC_004337.1,SAGE-GI/no-refine,2497051,2508550
NC_004337.1,SAGE-GI/no-refine,3055851,3106150
NC_004337.1,SAGE-GI/no-refine,3412651,3446350
NC_004337.1,SAGE-GI/no-refine,3585051,3598350
NC_004337.1,SAGE-GI/no-refine,3808151,3834150
NC_004337.1,SAGE-GI/no-refine,4182651,4223950
NC_004337.1,SAGE-GI/start-assign,215001,243000
NC_004337.1,SAGE-GI/start-assign,297001,318000
NC_004337.1,SAGE-GI/start-assign,705001,751000
NC_004337.1,SAGE-GI/start-assign,879001,924000
NC_004337.1,SAGE-GI/start-assign,1910001,1940000
NC_004337.1,SAGE-GI/start-assign,2043001,2062000
NC_004337.1,SAGE-GI/start-assign,2492101,2503600
NC_004337.1,SAGE-GI/start-assign,3053001,3103000
NC_004337.1,SAGE-GI/start-assign,3406001,3445000
NC_004337.1,SAGE-GI/start-assign,3562001,3596000
NC_004337.1,SAGE-GI/start-assign,3792001,3837000
NC_004337.1,SAGE-GI/start-assign,4187001,4227000
NC_004337.1,SAGE-GI/d=4,217001,265000
NC_004337.1,SAGE-GI/d=4,381001,401000
NC_004337.1,SAGE-GI/d=4,707001,770000
NC_004337.1,SAGE-GI/d=4,900001,917000
NC_004337.1,SAGE-GI/d=4,1395001,1437000
NC_004337.1,SAGE-GI/d=4,1912001,1941000
NC_004337.1,SAGE-GI/d=4,2029001,2064000
NC_004337.1,SAGE-GI/d=4,2101001,2118000
NC_004337.1,SAGE-GI/d=4,3044001,3111000
NC_004337.1,SAGE-GI/d=4,4189001,4223000
NC_004337.1,SAGE-GI/d=8,204001,242000
NC_004337.1,SAGE-GI/d=8,707001,751000
NC_004337.1,SAGE-GI/d=8,897001,922000
NC_004337.1,SAGE-GI/d=8,1401001,1423000
NC_004337.1,SAGE-GI/d=8,1912001,1943000
NC_004337.1,SAGE-GI/d=8,2035001,2070000
NC_004337.1,SAGE-GI/d=8,3059001,3103000
NC_004337.1,SAGE-GI/d=8,3412001,3443000
NC_004337.1,SAGE-GI/d=8,3597001,3609000
NC_004337.1,SAGE-GI/d=8,4186001,4223000
NC_004337.1,SAGE-GI/d=16,206001,245000
NC_004337.1,SAGE-GI/d=16,298001,317000
NC_004337.1,SAGE-GI/d=16,382001,399000
NC_004337.1,SAGE-GI/d=16,696001,751000
NC_004337.1,SAGE-GI/d=16,901001,924000
NC_004337.1,SAGE-GI/d=16,1385001,1425000
NC_004337.1,SAGE-GI/d=16,1912001,1940000
NC_004337.1,SAGE-GI/d=16,2034001,2074000
NC_004337.1,SAGE-GI/d=16,3053001,3110000
NC_004337.1,SAGE-GI/d=16,3404001,3445000
NC_004337.1,SAGE-GI/d=16,3596001,3608000
NC_004337.1,SAGE-GI/d=16,3806001,3847000
NC_004337.1,SAGE-GI/d=16,4187001,4224000
NC_004337.1,SAGE-GI/d=32,215001,242000
NC_004337.1,SAGE-GI/d=32,299001,318000
NC_004337.1,SAGE-GI/d=32,375001,393000
NC_004337.1,SAGE-GI/d=32,697001,751000
NC_004337.1,SAGE-GI/d=32,904001,925000
NC_004337.1,SAGE-GI/d=32,1909001,1946000
NC_004337.1,SAGE-GI/d=32,2043001,2067000
NC_004337.1,SAGE-GI/d=32,3060001,3108000
NC_004337.1,SAGE-GI/d=32,3404001,3445000
NC_004337.1,SAGE-GI/d=32,3578001,3609000
NC_004337.1,SAGE-GI/d=32,3750001,3776000
NC_004337.1,SAGE-GI/d=32,3806001,3837000
NC_004337.1,SAGE-GI/d=32,3903001,3951000
NC_004337.1,SAGE-GI/d=32,4187001,4225000
NC_004337.1,SAGE-GI/d=48,214001,251000
NC_004337.1,SAGE-GI/d=48,287001,317000
NC_004337.1,SAGE-GI/d=48,375001,393000
NC_004337.1,SAGE-GI/d=48,697001,750000
NC_004337.1,SAGE-GI/d=48,909001,932000
NC_004337.1,SAGE-GI/d=48,1906001,1947000
NC_004337.1,SAGE-GI/d=48,2034001,2069000
NC_004337.1,SAGE-GI/d=48,3059001,3109000
NC_004337.1,SAGE-GI/d=48,3406001,3443000
NC_004337.1,SAGE-GI/d=48,3562001,3609000
NC_004337.1,SAGE-GI/d=48,3750001,3776000
NC_004337.1,SAGE-GI/d=48,3899001,3951000
NC_004337.1,SAGE-GI/d=48,4187001,4226000
NC_004337.1,SAGE-GI-P,215001,253000
NC_004337.1,SAGE-GI-P,696001,751000
NC_004337.1,SAGE-GI-P,1910001,1940000
NC_004337.1,SAGE-GI-P,2041001,2062000
NC_004337.1,SAGE-GI-P,3053001,3103000
NC_004337.1,SAGE-GI-P,3404001,3445000
NC_004337.1,SAGE-GI-P,4187001,4225000
NC_004337.1,SAGE-GI-F,215001,243000
NC_004337.1,SAGE-GI-F,288001,318000
NC_004337.1,SAGE-GI-F,696001,751000
NC_004337.1,SAGE-GI-F,901001,924000
NC_004337.1,SAGE-GI-F,1910001,1946000
NC_004337.1,SAGE-GI-F,2041001,2074000
NC_004337.1,SAGE-GI-F,2497051,2508550
NC_004337.1,SAGE-GI-F,3053001,3103000
NC_004337.1,SAGE-GI-F,3404001,3445000
NC_004337.1,SAGE-GI-F,3596001,3608000
NC_004337.1,SAGE-GI-F,3806001,3853000
NC_004337.1,SAGE-GI-F,4187001,4225000
NC_004337.1,SAGE-GI-R,90651,102450
NC_004337.1,SAGE-GI-R,116051,130550
NC_004337.1,SAGE-GI-R,210451,258350
NC_004337.1,SAGE-GI-R,267151,298250
NC_004337.1,SAGE-GI-R,309251,336750
NC_004337.1,SAGE-GI-R,368951,398850
NC_004337.1,SAGE-GI-R,500751,515450
NC_004337.1,SAGE-GI-R,574051,600550
NC_004337.1,SAGE-GI-R,614051,626050
NC_004337.1,SAGE-GI-R,694551,759350
NC_004337.1,SAGE-GI-R,811751,823250
NC_004337.1,SAGE-GI-R,834551,852350
NC_004337.1,SAGE-GI-R,887451,929450
NC_004337.1,SAGE-GI-R,939151,964250
NC_004337.1,SAGE-GI-R,1053451,1101950
NC_004337.1,SAGE-GI-R,1124351,1134650
NC_004337.1,SAGE-GI-R,1169251,1209950
NC_004337.1,SAGE-GI-R,1279551,1303050
NC_004337.1,SAGE-GI-R,1383651,1448050
NC_004337.1,SAGE-GI-R,1566551,1582150
NC_004337.1,SAGE-GI-R,1622451,1638450
NC_004337.1,SAGE-GI-R,1720951,1739650
NC_004337.1,SAGE-GI-R,1748551,1767150
NC_004337.1,SAGE-GI-R,1796351,1817850
NC_004337.1,SAGE-GI-R,1840651,1852950
NC_004337.1,SAGE-GI-R,1912751,1941450
NC_004337.1,SAGE-GI-R,2029351,2090150
NC_004337.1,SAGE-GI-R,2103951,2128250
NC_004337.1,SAGE-GI-R,2165851,2206950
NC_004337.1,SAGE-GI-R,2224751,2239950
NC_004337.1,SAGE-GI-R,2306851,2326850
NC_004337.1,SAGE-GI-R,2397151,2410150
NC_004337.1,SAGE-GI-R,2465551,2499250
NC_004337.1,SAGE-GI-R,2508751,2533850
NC_004337.1,SAGE-GI-R,2547851,2563650
NC_004337.1,SAGE-GI-R,2681751,2706250
NC_004337.1,SAGE-GI-R,2719551,2732250
NC_004337.1,SAGE-GI-R,2750151,2764550
NC_004337.1,SAGE-GI-R,2812851,2822050
NC_004337.1,SAGE-GI-R,2943451,2964050
NC_004337.1,SAGE-GI-R,3016851,3027150
NC_004337.1,SAGE-GI-R,3054851,3108850
NC_004337.1,SAGE-GI-R,3209951,3221950
NC_004337.1,SAGE-GI-R,3252751,3264050
NC_004337.1,SAGE-GI-R,3296051,3314050
NC_004337.1,SAGE-GI-R,3402251,3447650
NC_004337.1,SAGE-GI-R,3554651,3610450
NC_004337.1,SAGE-GI-R,3625151,3638650
NC_004337.1,SAGE-GI-R,3741051,3787350
NC_004337.1,SAGE-GI-R,3807051,3840950
NC_004337.1,SAGE-GI-R,3856851,3870950
NC_004337.1,SAGE-GI-R,3900351,3964750
NC_004337.1,SAGE-GI-R,4044551,4061550
NC_004337.1,SAGE-GI-R,4180451,4242250
NC_004337.1,SAGE-GI-R,4283551,4298850
NC_004337.1,SAGE-GI-R,4377951,4414150
NC_004337.1,SAGE-GI-R,4434051,4475750
NC_004337.1,SAGE-GI-R,4493851,4513750
NC_004337.1,NT-v2-only,231001,251000
NC_004337.1,NT-v2-only,728001,751000
NC_004337.1,NT-v2-only,2097001,2115000
NC_004337.1,NT-v2-only,3068001,3092000
NC_004337.1,NT-v2-only,3406001,3451000
NC_004337.1,NT-v2-only,3576001,3605000
NC_004337.1,NT-v2-only,4032001,4082000
NC_004337.1,NT-v2-only,4185001,4209000
NC_004337.1,SAGE-GI(NT),215001,251000
NC_004337.1,SAGE-GI(NT),726001,751000
NC_004337.1,SAGE-GI(NT),1921001,1936000
NC_004337.1,SAGE-GI(NT),2043001,2060000
NC_004337.1,SAGE-GI(NT),3068001,3092000
NC_004337.1,SAGE-GI(NT),3406001,3451000
NC_004337.1,SAGE-GI(NT),3945001,3956000
NC_004337.1,SAGE-GI(NT),4185001,4209000
NC_004368.1,Comp-only,7501,95900
NC_004368.1,Comp-only,162501,177200
NC_004368.1,Comp-only,240901,265000
NC_004368.1,Comp-only,392101,423600
NC_004368.1,Comp-only,718201,750500
NC_004368.1,Comp-only,1018001,1048100
NC_004368.1,Comp-only,1162101,1190700
NC_004368.1,Comp-only,1365001,1421600
NC_004368.1,Comp-only,2027101,2054800
NC_004368.1,Comp-only+center,12451,100850
NC_004368.1,Comp-only+center,167451,182150
NC_004368.1,Comp-only+center,245851,269950
NC_004368.1,Comp-only+center,397051,428550
NC_004368.1,Comp-only+center,723151,755450
NC_004368.1,Comp-only+center,1022951,1053050
NC_004368.1,Comp-only+center,1167051,1195650
NC_004368.1,Comp-only+center,1369951,1426550
NC_004368.1,Comp-only+center,2032051,2059750
NC_004368.1,DNABERT-2-only,16001,97000
NC_004368.1,DNABERT-2-only,163001,187000
NC_004368.1,DNABERT-2-only,1030001,1045000
NC_004368.1,DNABERT-2-only,1107001,1136000
NC_004368.1,DNABERT-2-only,1167001,1194000
NC_004368.1,DNABERT-2-only,1347001,1431000
NC_004368.1,DNABERT-2-only,2028001,2057000
NC_004368.1,DNABERT-S-only,16001,97000
NC_004368.1,DNABERT-S-only,1150001,1194000
NC_004368.1,DNABERT-S-only,1345001,1430000
NC_004368.1,SAGE-GI,16001,97000
NC_004368.1,SAGE-GI,1150001,1194000
NC_004368.1,SAGE-GI,1345001,1430000
NC_004368.1,SAGE-GI,2030001,2052000
NC_004368.1,SAGE-GI(D2),16001,97000
NC_004368.1,SAGE-GI(D2),247001,258000
NC_004368.1,SAGE-GI(D2),1030001,1045000
NC_004368.1,SAGE-GI(D2),1167001,1194000
NC_004368.1,SAGE-GI(D2),1347001,1431000
NC_004368.1,SAGE-GI(D2),2028001,2057000
NC_004368.1,SAGE-GI/detrend=250kb,1001,97000
NC_004368.1,SAGE-GI/detrend=250kb,1170001,1194000
NC_004368.1,SAGE-GI/detrend=250kb,1345001,1430000
NC_004368.1,SAGE-GI/detrend=250kb,2137001,2210000
NC_004368.1,SAGE-GI/no-refine,12451,101550
NC_004368.1,SAGE-GI/no-refine,166951,182350
NC_004368.1,SAGE-GI/no-refine,245351,270850
NC_004368.1,SAGE-GI/no-refine,1027951,1047550
NC_004368.1,SAGE-GI/no-refine,1167551,1195150
NC_004368.1,SAGE-GI/no-refine,1351451,1426750
NC_004368.1,SAGE-GI/no-refine,2030951,2057550
NC_004368.1,SAGE-GI/start-assign,16001,97000
NC_004368.1,SAGE-GI/start-assign,162001,177400
NC_004368.1,SAGE-GI/start-assign,1150001,1194000
NC_004368.1,SAGE-GI/start-assign,1345001,1430000
NC_004368.1,SAGE-GI/start-assign,2030001,2052000
NC_004368.1,SAGE-GI/d=4,16001,97000
NC_004368.1,SAGE-GI/d=4,247001,257000
NC_004368.1,SAGE-GI/d=4,383001,428000
NC_004368.1,SAGE-GI/d=4,705001,750000
NC_004368.1,SAGE-GI/d=4,1006001,1070000
NC_004368.1,SAGE-GI/d=4,1150001,1186000
NC_004368.1,SAGE-GI/d=4,1359001,1424000
NC_004368.1,SAGE-GI/d=4,2025001,2055000
NC_004368.1,SAGE-GI/d=8,17001,97000
NC_004368.1,SAGE-GI/d=8,411001,424000
NC_004368.1,SAGE-GI/d=8,736001,750000
NC_004368.1,SAGE-GI/d=8,1009001,1044000
