accession,method,start,end
NC_004070.1,SSG-LUGIA-F+center,1234351,1266850
NC_004070.1,SSG-LUGIA-F+center,1318451,1359050
NC_004070.1,SSG-LUGIA-F+center,1413351,1446350
NC_004070.1,SSG-LUGIA-F+center,1739451,1765250
NC_004070.1,SSG-LUGIA-R,1,103600
NC_004070.1,SSG-LUGIA-R,338001,357900
NC_004070.1,SSG-LUGIA-R,410101,432000
NC_004070.1,SSG-LUGIA-R,725601,792200
NC_004070.1,SSG-LUGIA-R,970601,1019900
NC_004070.1,SSG-LUGIA-R,1133601,1164400
NC_004070.1,SSG-LUGIA-R,1223201,1273300
NC_004070.1,SSG-LUGIA-R,1300801,1368000
NC_004070.1,SSG-LUGIA-R,1394201,1445400
NC_004070.1,SSG-LUGIA-R,1626001,1665800
NC_004070.1,SSG-LUGIA-R,1704201,1767100
NC_004070.1,SSG-LUGIA-R+center,4951,108550
NC_004070.1,SSG-LUGIA-R+center,342951,362850
NC_004070.1,SSG-LUGIA-R+center,415051,436950
NC_004070.1,SSG-LUGIA-R+center,730551,797150
NC_004070.1,SSG-LUGIA-R+center,975551,1024850
NC_004070.1,SSG-LUGIA-R+center,1138551,1169350
NC_004070.1,SSG-LUGIA-R+center,1228151,1278250
NC_004070.1,SSG-LUGIA-R+center,1305751,1372950
NC_004070.1,SSG-LUGIA-R+center,1399151,1450350
NC_004070.1,SSG-LUGIA-R+center,1630951,1670750
NC_004070.1,SSG-LUGIA-R+center,1709151,1772050
NC_003997.3,SSG-LUGIA-P,201,13500
NC_003997.3,SSG-LUGIA-P,67101,154800
NC_003997.3,SSG-LUGIA-P,242901,299100
NC_003997.3,SSG-LUGIA-P,448801,473200
NC_003997.3,SSG-LUGIA-P,532201,549400
NC_003997.3,SSG-LUGIA-P,1510301,1530700
NC_003997.3,SSG-LUGIA-P,1564901,1605900
NC_003997.3,SSG-LUGIA-P,3454001,3500900
NC_003997.3,SSG-LUGIA-P,3749201,3779200
NC_003997.3,SSG-LUGIA-P+center,5151,18450
NC_003997.3,SSG-LUGIA-P+center,72051,159750
NC_003997.3,SSG-LUGIA-P+center,247851,304050
NC_003997.3,SSG-LUGIA-P+center,453751,478150
NC_003997.3,SSG-LUGIA-P+center,537151,554350
NC_003997.3,SSG-LUGIA-P+center,1515251,1535650
NC_003997.3,SSG-LUGIA-P+center,1569851,1610850
NC_003997.3,SSG-LUGIA-P+center,3458951,3505850
NC_003997.3,SSG-LUGIA-P+center,3754151,3784150
NC_003997.3,SSG-LUGIA-F,101,13800
NC_003997.3,SSG-LUGIA-F,65401,159000
NC_003997.3,SSG-LUGIA-F,239501,300300
NC_003997.3,SSG-LUGIA-F,448401,478400
NC_003997.3,SSG-LUGIA-F,531801,551500
NC_003997.3,SSG-LUGIA-F,737401,763600
NC_003997.3,SSG-LUGIA-F,1509501,1531600
NC_003997.3,SSG-LUGIA-F,1564101,1611600
NC_003997.3,SSG-LUGIA-F,2034601,2046300
NC_003997.3,SSG-LUGIA-F,3453601,3501800
NC_003997.3,SSG-LUGIA-F,3623701,3663600
NC_003997.3,SSG-LUGIA-F,3747201,3784400
NC_003997.3,SSG-LUGIA-F+center,5051,18750
NC_003997.3,SSG-LUGIA-F+center,70351,163950
NC_003997.3,SSG-LUGIA-F+center,244451,305250
NC_003997.3,SSG-LUGIA-F+center,453351,483350
NC_003997.3,SSG-LUGIA-F+center,536751,556450
NC_003997.3,SSG-LUGIA-F+center,742351,768550
NC_003997.3,SSG-LUGIA-F+center,1514451,1536550
NC_003997.3,SSG-LUGIA-F+center,1569051,1616550
NC_003997.3,SSG-LUGIA-F+center,2039551,2051250
NC_003997.3,SSG-LUGIA-F+center,3458551,3506750
NC_003997.3,SSG-LUGIA-F+center,3628651,3668550
NC_003997.3,SSG-LUGIA-F+center,3752151,3789350
NC_003997.3,SSG-LUGIA-R,1,14300
NC_003997.3,SSG-LUGIA-R,19301,41800
NC_003997.3,SSG-LUGIA-R,59201,179900
NC_003997.3,SSG-LUGIA-R,225901,309800
NC_003997.3,SSG-LUGIA-R,357901,373300
NC_003997.3,SSG-LUGIA-R,442801,483300
NC_003997.3,SSG-LUGIA-R,522901,571900
NC_003997.3,SSG-LUGIA-R,714101,775100
NC_003997.3,SSG-LUGIA-R,785101,801200
NC_003997.3,SSG-LUGIA-R,806701,832600
NC_003997.3,SSG-LUGIA-R,889701,908400
NC_003997.3,SSG-LUGIA-R,943101,956000
NC_003997.3,SSG-LUGIA-R,976001,992000
NC_003997.3,SSG-LUGIA-R,998001,1015200
NC_003997.3,SSG-LUGIA-R,1025301,1044500
NC_003997.3,SSG-LUGIA-R,1052901,1063200
NC_003997.3,SSG-LUGIA-R,1077701,1148300
NC_003997.3,SSG-LUGIA-R,1342601,1362000
NC_003997.3,SSG-LUGIA-R,1508301,1613600
NC_003997.3,SSG-LUGIA-R,2028601,2065300
NC_003997.3,SSG-LUGIA-R,2158301,2197600
NC_003997.3,SSG-LUGIA-R,2328901,2406800
NC_003997.3,SSG-LUGIA-R,2486701,2501800
NC_003997.3,SSG-LUGIA-R,2504701,2526000
NC_003997.3,SSG-LUGIA-R,2869401,2903900
NC_003997.3,SSG-LUGIA-R,3001401,3038700
NC_003997.3,SSG-LUGIA-R,3450801,3507900
NC_003997.3,SSG-LUGIA-R,3608901,3671300
NC_003997.3,SSG-LUGIA-R,3688201,3701800
NC_003997.3,SSG-LUGIA-R,3742901,3796400
NC_003997.3,SSG-LUGIA-R,4157601,4195000
NC_003997.3,SSG-LUGIA-R,4460401,4472500
NC_003997.3,SSG-LUGIA-R,4491801,4505000
NC_003997.3,SSG-LUGIA-R,4605301,4644700
NC_003997.3,SSG-LUGIA-R,4851601,4880000
NC_003997.3,SSG-LUGIA-R,4949301,5054100
NC_003997.3,SSG-LUGIA-R+center,4951,19250
NC_003997.3,SSG-LUGIA-R+center,24251,46750
NC_003997.3,SSG-LUGIA-R+center,64151,184850
NC_003997.3,SSG-LUGIA-R+center,230851,314750
NC_003997.3,SSG-LUGIA-R+center,362851,378250
NC_003997.3,SSG-LUGIA-R+center,447751,488250
NC_003997.3,SSG-LUGIA-R+center,527851,576850
NC_003997.3,SSG-LUGIA-R+center,719051,780050
NC_003997.3,SSG-LUGIA-R+center,790051,806150
NC_003997.3,SSG-LUGIA-R+center,811651,837550
NC_003997.3,SSG-LUGIA-R+center,894651,913350
NC_003997.3,SSG-LUGIA-R+center,948051,960950
NC_003997.3,SSG-LUGIA-R+center,980951,996950
NC_003997.3,SSG-LUGIA-R+center,1002951,1020150
NC_003997.3,SSG-LUGIA-R+center,1030251,1049450
NC_003997.3,SSG-LUGIA-R+center,1057851,1068150
NC_003997.3,SSG-LUGIA-R+center,1082651,1153250
NC_003997.3,SSG-LUGIA-R+center,1347551,1366950
NC_003997.3,SSG-LUGIA-R+center,1513251,1618550
NC_003997.3,SSG-LUGIA-R+center,2033551,2070250
NC_003997.3,SSG-LUGIA-R+center,2163251,2202550
NC_003997.3,SSG-LUGIA-R+center,2333851,2411750
NC_003997.3,SSG-LUGIA-R+center,2491651,2506750
NC_003997.3,SSG-LUGIA-R+center,2509651,2530950
NC_003997.3,SSG-LUGIA-R+center,2874351,2908850
NC_003997.3,SSG-LUGIA-R+center,3006351,3043650
NC_003997.3,SSG-LUGIA-R+center,3455751,3512850
NC_003997.3,SSG-LUGIA-R+center,3613851,3676250
NC_003997.3,SSG-LUGIA-R+center,3693151,3706750
NC_003997.3,SSG-LUGIA-R+center,3747851,3801350
NC_003997.3,SSG-LUGIA-R+center,4162551,4199950
NC_003997.3,SSG-LUGIA-R+center,4465351,4477450
NC_003997.3,SSG-LUGIA-R+center,4496751,4509950
NC_003997.3,SSG-LUGIA-R+center,4610251,4649650
NC_003997.3,SSG-LUGIA-R+center,4856551,4884950
NC_003997.3,SSG-LUGIA-R+center,4954251,5059050
NC_004116.1,SSG-LUGIA-P,8301,43500
NC_004116.1,SSG-LUGIA-P,52301,95700
NC_004116.1,SSG-LUGIA-P,560001,599300
NC_004116.1,SSG-LUGIA-P,1276701,1303800
NC_004116.1,SSG-LUGIA-P,1826701,1857400
NC_004116.1,SSG-LUGIA-P,1966801,2002100
NC_004116.1,SSG-LUGIA-P+center,13251,48450
NC_004116.1,SSG-LUGIA-P+center,57251,100650
NC_004116.1,SSG-LUGIA-P+center,564951,604250
NC_004116.1,SSG-LUGIA-P+center,1281651,1308750
NC_004116.1,SSG-LUGIA-P+center,1831651,1862350
NC_004116.1,SSG-LUGIA-P+center,1971751,2007050
NC_004116.1,SSG-LUGIA-F,7401,96300
NC_004116.1,SSG-LUGIA-F,161601,178600
NC_004116.1,SSG-LUGIA-F,238801,263600
NC_004116.1,SSG-LUGIA-F,558901,603400
NC_004116.1,SSG-LUGIA-F,1273701,1309200
NC_004116.1,SSG-LUGIA-F,1825801,1858600
NC_004116.1,SSG-LUGIA-F,1957201,2009900
NC_004116.1,SSG-LUGIA-F+center,12351,101250
NC_004116.1,SSG-LUGIA-F+center,166551,183550
NC_004116.1,SSG-LUGIA-F+center,243751,268550
NC_004116.1,SSG-LUGIA-F+center,563851,608350
NC_004116.1,SSG-LUGIA-F+center,1278651,1314150
NC_004116.1,SSG-LUGIA-F+center,1830751,1863550
NC_004116.1,SSG-LUGIA-F+center,1962151,2014850
NC_004116.1,SSG-LUGIA-R,601,99400
NC_004116.1,SSG-LUGIA-R,149401,192400
NC_004116.1,SSG-LUGIA-R,233301,271900
NC_004116.1,SSG-LUGIA-R,336001,406200
NC_004116.1,SSG-LUGIA-R,409101,448800
NC_004116.1,SSG-LUGIA-R,550701,619400
NC_004116.1,SSG-LUGIA-R,630401,663200
NC_004116.1,SSG-LUGIA-R,912101,950400
NC_004116.1,SSG-LUGIA-R,989301,1048500
NC_004116.1,SSG-LUGIA-R,1119301,1135200
NC_004116.1,SSG-LUGIA-R,1145601,1156100
NC_004116.1,SSG-LUGIA-R,1244001,1312100
NC_004116.1,SSG-LUGIA-R,1450801,1479400
NC_004116.1,SSG-LUGIA-R,1816601,1860800
NC_004116.1,SSG-LUGIA-R,1944401,2023800
NC_004116.1,SSG-LUGIA-R,2033901,2044100
NC_004116.1,SSG-LUGIA-R+center,5551,104350
NC_004116.1,SSG-LUGIA-R+center,154351,197350
NC_004116.1,SSG-LUGIA-R+center,238251,276850
NC_004116.1,SSG-LUGIA-R+center,340951,411150
NC_004116.1,SSG-LUGIA-R+center,414051,453750
NC_004116.1,SSG-LUGIA-R+center,555651,624350
NC_004116.1,SSG-LUGIA-R+center,635351,668150
NC_004116.1,SSG-LUGIA-R+center,917051,955350
NC_004116.1,SSG-LUGIA-R+center,994251,1053450
NC_004116.1,SSG-LUGIA-R+center,1124251,1140150
NC_004116.1,SSG-LUGIA-R+center,1150551,1161050
NC_004116.1,SSG-LUGIA-R+center,1248951,1317050
NC_004116.1,SSG-LUGIA-R+center,1455751,1484350
NC_004116.1,SSG-LUGIA-R+center,1821551,1865750
NC_004116.1,SSG-LUGIA-R+center,1949351,2028750
NC_004116.1,SSG-LUGIA-R+center,2038851,2049050
NC_004088.1,SSG-LUGIA-P,264001,290500
NC_004088.1,SSG-LUGIA-P,520001,539000
NC_004088.1,SSG-LUGIA-P,1197501,1218900
NC_004088.1,SSG-LUGIA-P,2416201,2442900
NC_004088.1,SSG-LUGIA-P,2640901,2671200
NC_004088.1,SSG-LUGIA-P,2948901,2990500
NC_004088.1,SSG-LUGIA-P,3679201,3689200
NC_004088.1,SSG-LUGIA-P,3947301,3958200
NC_004088.1,SSG-LUGIA-P,4429401,4451700
NC_004088.1,SSG-LUGIA-P+center,268951,295450
NC_004088.1,SSG-LUGIA-P+center,524951,543950
NC_004088.1,SSG-LUGIA-P+center,1202451,1223850
NC_004088.1,SSG-LUGIA-P+center,2421151,2447850
NC_004088.1,SSG-LUGIA-P+center,2645851,2676150
NC_004088.1,SSG-LUGIA-P+center,2953851,2995450
NC_004088.1,SSG-LUGIA-P+center,3684151,3694150
NC_004088.1,SSG-LUGIA-P+center,3952251,3963150
NC_004088.1,SSG-LUGIA-P+center,4434351,4456650
NC_004088.1,SSG-LUGIA-F,261601,291200
NC_004088.1,SSG-LUGIA-F,518301,552800
NC_004088.1,SSG-LUGIA-F,1196701,1219200
NC_004088.1,SSG-LUGIA-F,1484201,1507100
NC_004088.1,SSG-LUGIA-F,2414701,2444800
NC_004088.1,SSG-LUGIA-F,2640501,2673200
NC_004088.1,SSG-LUGIA-F,2944401,2992300
NC_004088.1,SSG-LUGIA-F,3505901,3528400
NC_004088.1,SSG-LUGIA-F,3674601,3711200
NC_004088.1,SSG-LUGIA-F,3741801,3777700
NC_004088.1,SSG-LUGIA-F,3785701,3805500
NC_004088.1,SSG-LUGIA-F,3945601,3960000
NC_004088.1,SSG-LUGIA-F,4429001,4451900
NC_004088.1,SSG-LUGIA-F+center,266551,296150
NC_004088.1,SSG-LUGIA-F+center,523251,557750
NC_004088.1,SSG-LUGIA-F+center,1201651,1224150
NC_004088.1,SSG-LUGIA-F+center,1489151,1512050
NC_004088.1,SSG-LUGIA-F+center,2419651,2449750
NC_004088.1,SSG-LUGIA-F+center,2645451,2678150
NC_004088.1,SSG-LUGIA-F+center,2949351,2997250
NC_004088.1,SSG-LUGIA-F+center,3510851,3533350
NC_004088.1,SSG-LUGIA-F+center,3679551,3716150
NC_004088.1,SSG-LUGIA-F+center,3746751,3782650
NC_004088.1,SSG-LUGIA-F+center,3790651,3810450
NC_004088.1,SSG-LUGIA-F+center,3950551,3964950
NC_004088.1,SSG-LUGIA-F+center,4433951,4456850
NC_004088.1,SSG-LUGIA-R,4401,16300
NC_004088.1,SSG-LUGIA-R,18701,39300
NC_004088.1,SSG-LUGIA-R,184701,200300
NC_004088.1,SSG-LUGIA-R,252901,292900
NC_004088.1,SSG-LUGIA-R,469301,491800
NC_004088.1,SSG-LUGIA-R,497601,563400
NC_004088.1,SSG-LUGIA-R,566501,599400
NC_004088.1,SSG-LUGIA-R,757801,796200
NC_004088.1,SSG-LUGIA-R,860201,873300
NC_004088.1,SSG-LUGIA-R,1029601,1045500
NC_004088.1,SSG-LUGIA-R,1051101,1116400
NC_004088.1,SSG-LUGIA-R,1132101,1159600
NC_004088.1,SSG-LUGIA-R,1190601,1234200
NC_004088.1,SSG-LUGIA-R,1259601,1315600
NC_004088.1,SSG-LUGIA-R,1387301,1401400
NC_004088.1,SSG-LUGIA-R,1476601,1527000
NC_004088.1,SSG-LUGIA-R,1812501,1824000
NC_004088.1,SSG-LUGIA-R,1836501,1888700
NC_004088.1,SSG-LUGIA-R,1997501,2040400
NC_004088.1,SSG-LUGIA-R,2045101,2067900
NC_004088.1,SSG-LUGIA-R,2073901,2103800
NC_004088.1,SSG-LUGIA-R,2403601,2448700
NC_004088.1,SSG-LUGIA-R,2548101,2572000
NC_004088.1,SSG-LUGIA-R,2634601,2689500
NC_004088.1,SSG-LUGIA-R,2937101,3017700
NC_004088.1,SSG-LUGIA-R,3055101,3088400
NC_004088.1,SSG-LUGIA-R,3168301,3208000
NC_004088.1,SSG-LUGIA-R,3301901,3410200
NC_004088.1,SSG-LUGIA-R,3488101,3543300
NC_004088.1,SSG-LUGIA-R,3669401,3871400
NC_004088.1,SSG-LUGIA-R,3934601,3968800
NC_004088.1,SSG-LUGIA-R,4216801,4248600
NC_004088.1,SSG-LUGIA-R,4426301,4476000
NC_004088.1,SSG-LUGIA-R,4570201,4590800
NC_004088.1,SSG-LUGIA-R+center,9351,21250
NC_004088.1,SSG-LUGIA-R+center,23651,44250
NC_004088.1,SSG-LUGIA-R+center,189651,205250
NC_004088.1,SSG-LUGIA-R+center,257851,297850
NC_004088.1,SSG-LUGIA-R+center,474251,496750
NC_004088.1,SSG-LUGIA-R+center,502551,568350
NC_004088.1,SSG-LUGIA-R+center,571451,604350
NC_004088.1,SSG-LUGIA-R+center,762751,801150
NC_004088.1,SSG-LUGIA-R+center,865151,878250
NC_004088.1,SSG-LUGIA-R+center,1034551,1050450
NC_004088.1,SSG-LUGIA-R+center,1056051,1121350
NC_004088.1,SSG-LUGIA-R+center,1137051,1164550
NC_004088.1,SSG-LUGIA-R+center,1195551,1239150
NC_004088.1,SSG-LUGIA-R+center,1264551,1320550
NC_004088.1,SSG-LUGIA-R+center,1392251,1406350
NC_004088.1,SSG-LUGIA-R+center,1481551,1531950
NC_004088.1,SSG-LUGIA-R+center,1817451,1828950
NC_004088.1,SSG-LUGIA-R+center,1841451,1893650
NC_004088.1,SSG-LUGIA-R+center,2002451,2045350
NC_004088.1,SSG-LUGIA-R+center,2050051,2072850
NC_004088.1,SSG-LUGIA-R+center,2078851,2108750
NC_004088.1,SSG-LUGIA-R+center,2408551,2453650
NC_004088.1,SSG-LUGIA-R+center,2553051,2576950
NC_004088.1,SSG-LUGIA-R+center,2639551,2694450
NC_004088.1,SSG-LUGIA-R+center,2942051,3022650
NC_004088.1,SSG-LUGIA-R+center,3060051,3093350
NC_004088.1,SSG-LUGIA-R+center,3173251,3212950
NC_004088.1,SSG-LUGIA-R+center,3306851,3415150
NC_004088.1,SSG-LUGIA-R+center,3493051,3548250
NC_004088.1,SSG-LUGIA-R+center,3674351,3876350
NC_004088.1,SSG-LUGIA-R+center,3939551,3973750
NC_004088.1,SSG-LUGIA-R+center,4221751,4253550
NC_004088.1,SSG-LUGIA-R+center,4431251,4480950
NC_004088.1,SSG-LUGIA-R+center,4575151,4595750
NC_004337.1,SSG-LUGIA-P,217101,233000
NC_004337.1,SSG-LUGIA-P,700301,746300
NC_004337.1,SSG-LUGIA-P,1394701,1417000
NC_004337.1,SSG-LUGIA-P,1911301,1935800
NC_004337.1,SSG-LUGIA-P,2033901,2064500
NC_004337.1,SSG-LUGIA-P,3051301,3101100
NC_004337.1,SSG-LUGIA-P,3412001,3425800
NC_004337.1,SSG-LUGIA-P,4179401,4213800
NC_004337.1,SSG-LUGIA-P+center,222051,237950
NC_004337.1,SSG-LUGIA-P+center,705251,751250
NC_004337.1,SSG-LUGIA-P+center,1399651,1421950
NC_004337.1,SSG-LUGIA-P+center,1916251,1940750
NC_004337.1,SSG-LUGIA-P+center,2038851,2069450
NC_004337.1,SSG-LUGIA-P+center,3056251,3106050
NC_004337.1,SSG-LUGIA-P+center,3416951,3430750
NC_004337.1,SSG-LUGIA-P+center,4184351,4218750
NC_004337.1,SSG-LUGIA-F,215001,236200
NC_004337.1,SSG-LUGIA-F,694601,746700
NC_004337.1,SSG-LUGIA-F,894101,918900
NC_004337.1,SSG-LUGIA-F,1389301,1420500
NC_004337.1,SSG-LUGIA-F,1910801,1938100
NC_004337.1,SSG-LUGIA-F,2031001,2077000
NC_004337.1,SSG-LUGIA-F,2104001,2120500
NC_004337.1,SSG-LUGIA-F,3050901,3103700
NC_004337.1,SSG-LUGIA-F,3410501,3428400
NC_004337.1,SSG-LUGIA-F,3804201,3829800
NC_004337.1,SSG-LUGIA-F,4179101,4214800
NC_004337.1,SSG-LUGIA-F+center,219951,241150
NC_004337.1,SSG-LUGIA-F+center,699551,751650
NC_004337.1,SSG-LUGIA-F+center,899051,923850
NC_004337.1,SSG-LUGIA-F+center,1394251,1425450
NC_004337.1,SSG-LUGIA-F+center,1915751,1943050
NC_004337.1,SSG-LUGIA-F+center,2035951,2081950
NC_004337.1,SSG-LUGIA-F+center,2108951,2125450
NC_004337.1,SSG-LUGIA-F+center,3055851,3108650
NC_004337.1,SSG-LUGIA-F+center,3415451,3433350
NC_004337.1,SSG-LUGIA-F+center,3809151,3834750
NC_004337.1,SSG-LUGIA-F+center,4184051,4219750
NC_004337.1,SSG-LUGIA-R,61201,88900
NC_004337.1,SSG-LUGIA-R,95801,112100
NC_004337.1,SSG-LUGIA-R,129401,145000
NC_004337.1,SSG-LUGIA-R,205801,280000
NC_004337.1,SSG-LUGIA-R,286401,336500
NC_004337.1,SSG-LUGIA-R,368301,413500
NC_004337.1,SSG-LUGIA-R,508101,545200
NC_004337.1,SSG-LUGIA-R,567501,607300
NC_004337.1,SSG-LUGIA-R,686701,748500
NC_004337.1,SSG-LUGIA-R,822101,833200
NC_004337.1,SSG-LUGIA-R,882801,959100
NC_004337.1,SSG-LUGIA-R,1073001,1120400
NC_004337.1,SSG-LUGIA-R,1176901,1197400
NC_004337.1,SSG-LUGIA-R,1366301,1428900
NC_004337.1,SSG-LUGIA-R,1524101,1564800
NC_004337.1,SSG-LUGIA-R,1732901,1756900
NC_004337.1,SSG-LUGIA-R,1791001,1814300
NC_004337.1,SSG-LUGIA-R,1820301,1831100
NC_004337.1,SSG-LUGIA-R,1851701,1866100
NC_004337.1,SSG-LUGIA-R,1909301,1955300
NC_004337.1,SSG-LUGIA-R,2017601,2126000
NC_004337.1,SSG-LUGIA-R,2160101,2223300
NC_004337.1,SSG-LUGIA-R,2465501,2509700
NC_004337.1,SSG-LUGIA-R,3045501,3111100
NC_004337.1,SSG-LUGIA-R,3406001,3446000
NC_004337.1,SSG-LUGIA-R,3572201,3599200
NC_004337.1,SSG-LUGIA-R,3797401,3838900
NC_004337.1,SSG-LUGIA-R,3892401,3953300
NC_004337.1,SSG-LUGIA-R,3955601,3971400
NC_004337.1,SSG-LUGIA-R,4175201,4225300
NC_004337.1,SSG-LUGIA-R,4364301,4402600
NC_004337.1,SSG-LUGIA-R,4513201,4524000
NC_004337.1,SSG-LUGIA-R+center,66151,93850
NC_004337.1,SSG-LUGIA-R+center,100751,117050
NC_004337.1,SSG-LUGIA-R+center,134351,149950
NC_004337.1,SSG-LUGIA-R+center,210751,284950
NC_004337.1,SSG-LUGIA-R+center,291351,341450
NC_004337.1,SSG-LUGIA-R+center,373251,418450
NC_004337.1,SSG-LUGIA-R+center,513051,550150
NC_004337.1,SSG-LUGIA-R+center,572451,612250
NC_004337.1,SSG-LUGIA-R+center,691651,753450
NC_004337.1,SSG-LUGIA-R+center,827051,838150
NC_004337.1,SSG-LUGIA-R+center,887751,964050
NC_004337.1,SSG-LUGIA-R+center,1077951,1125350
NC_004337.1,SSG-LUGIA-R+center,1181851,1202350
NC_004337.1,SSG-LUGIA-R+center,1371251,1433850
NC_004337.1,SSG-LUGIA-R+center,1529051,1569750
NC_004337.1,SSG-LUGIA-R+center,1737851,1761850
NC_004337.1,SSG-LUGIA-R+center,1795951,1819250
NC_004337.1,SSG-LUGIA-R+center,1825251,1836050
NC_004337.1,SSG-LUGIA-R+center,1856651,1871050
NC_004337.1,SSG-LUGIA-R+center,1914251,1960250
NC_004337.1,SSG-LUGIA-R+center,2022551,2130950
NC_004337.1,SSG-LUGIA-R+center,2165051,2228250
NC_004337.1,SSG-LUGIA-R+center,2470451,2514650
NC_004337.1,SSG-LUGIA-R+center,3050451,3116050
NC_004337.1,SSG-LUGIA-R+center,3410951,3450950
NC_004337.1,SSG-LUGIA-R+center,3577151,3604150
NC_004337.1,SSG-LUGIA-R+center,3802351,3843850
NC_004337.1,SSG-LUGIA-R+center,3897351,3958250
NC_004337.1,SSG-LUGIA-R+center,3960551,3976350
NC_004337.1,SSG-LUGIA-R+center,4180151,4230250
NC_004337.1,SSG-LUGIA-R+center,4369251,4407550
NC_004337.1,SSG-LUGIA-R+center,4518151,4528950
NC_004347.1,SSG-LUGIA-P,196201,267800
NC_004347.1,SSG-LUGIA-P,1033901,1054800
NC_004347.1,SSG-LUGIA-P,2785001,2810900
NC_004347.1,SSG-LUGIA-P,3077801,3111200
NC_004347.1,SSG-LUGIA-P,3302801,3328400
NC_004347.1,SSG-LUGIA-P,4300301,4322100
NC_004347.1,SSG-LUGIA-P,4543901,4565600
NC_004347.1,SSG-LUGIA-P,4672201,4702500
NC_004347.1,SSG-LUGIA-P+center,201151,272750
NC_004347.1,SSG-LUGIA-P+center,1038851,1059750
NC_004347.1,SSG-LUGIA-P+center,2789951,2815850
NC_004347.1,SSG-LUGIA-P+center,3082751,3116150
NC_004347.1,SSG-LUGIA-P+center,3307751,3333350
NC_004347.1,SSG-LUGIA-P+center,4305251,4327050
NC_004347.1,SSG-LUGIA-P+center,4548851,4570550
NC_004347.1,SSG-LUGIA-P+center,4677151,4707450
NC_004347.1,SSG-LUGIA-F,188601,269700
NC_004347.1,SSG-LUGIA-F,1030001,1062800
NC_004347.1,SSG-LUGIA-F,1507001,1534400
NC_004347.1,SSG-LUGIA-F,2783801,2811700
NC_004347.1,SSG-LUGIA-F,3072501,3121700
NC_004347.1,SSG-LUGIA-F,3191201,3203200
NC_004347.1,SSG-LUGIA-F,3302601,3332300
NC_004347.1,SSG-LUGIA-F,4299101,4322500
NC_004347.1,SSG-LUGIA-F,4374501,4389700
NC_004347.1,SSG-LUGIA-F,4542101,4568000
NC_004347.1,SSG-LUGIA-F,4671701,4703500
NC_004347.1,SSG-LUGIA-F+center,193551,274650
NC_004347.1,SSG-LUGIA-F+center,1034951,1067750
NC_004347.1,SSG-LUGIA-F+center,1511951,1539350
NC_004347.1,SSG-LUGIA-F+center,2788751,2816650
NC_004347.1,SSG-LUGIA-F+center,3077451,3126650
NC_004347.1,SSG-LUGIA-F+center,3196151,3208150
NC_004347.1,SSG-LUGIA-F+center,3307551,3337250
NC_004347.1,SSG-LUGIA-F+center,4304051,4327450
NC_004347.1,SSG-LUGIA-F+center,4379451,4394650
NC_004347.1,SSG-LUGIA-F+center,4547051,4572950
NC_004347.1,SSG-LUGIA-F+center,4676651,4708450
NC_004347.1,SSG-LUGIA-R,39501,78000
NC_004347.1,SSG-LUGIA-R,85401,96200
NC_004347.1,SSG-LUGIA-R,171401,282400
NC_004347.1,SSG-LUGIA-R,374501,396800
NC_004347.1,SSG-LUGIA-R,430501,460900
NC_004347.1,SSG-LUGIA-R,467101,540300
NC_004347.1,SSG-LUGIA-R,661001,708600
NC_004347.1,SSG-LUGIA-R,849301,862800
NC_004347.1,SSG-LUGIA-R,1027001,1070100
NC_004347.1,SSG-LUGIA-R,1099301,1131800
NC_004347.1,SSG-LUGIA-R,1234001,1269200
NC_004347.1,SSG-LUGIA-R,1439601,1552700
NC_004347.1,SSG-LUGIA-R,1565201,1602400
NC_004347.1,SSG-LUGIA-R,1665501,1685300
NC_004347.1,SSG-LUGIA-R,1758901,1781400
NC_004347.1,SSG-LUGIA-R,1862601,1880300
NC_004347.1,SSG-LUGIA-R,1892801,1932900
NC_004347.1,SSG-LUGIA-R,2027401,2045300
NC_004347.1,SSG-LUGIA-R,2203401,2255000
NC_004347.1,SSG-LUGIA-R,2666801,2688100
NC_004347.1,SSG-LUGIA-R,2781801,2817600
NC_004347.1,SSG-LUGIA-R,2943101,3033500
NC_004347.1,SSG-LUGIA-R,3069801,3128800
NC_004347.1,SSG-LUGIA-R,3176801,3216400
NC_004347.1,SSG-LUGIA-R,3298901,3395200
NC_004347.1,SSG-LUGIA-R,3430501,3465100
NC_004347.1,SSG-LUGIA-R,3655601,3700000
NC_004347.1,SSG-LUGIA-R,4148101,4266400
NC_004347.1,SSG-LUGIA-R,4294501,4323300
NC_004347.1,SSG-LUGIA-R,4367101,4400100
NC_004347.1,SSG-LUGIA-R,4443201,4519100
NC_004347.1,SSG-LUGIA-R,4528801,4580300
NC_004347.1,SSG-LUGIA-R,4663301,4707900
NC_004347.1,SSG-LUGIA-R,4912901,4945900
NC_004347.1,SSG-LUGIA-R,4947301,4959900
NC_004347.1,SSG-LUGIA-R+center,44451,82950
NC_004347.1,SSG-LUGIA-R+center,90351,101150
NC_004347.1,SSG-LUGIA-R+center,176351,287350
NC_004347.1,SSG-LUGIA-R+center,379451,401750
NC_004347.1,SSG-LUGIA-R+center,435451,465850
NC_004347.1,SSG-LUGIA-R+center,472051,545250
NC_004347.1,SSG-LUGIA-R+center,665951,713550
NC_004347.1,SSG-LUGIA-R+center,854251,867750
NC_004347.1,SSG-LUGIA-R+center,1031951,1075050
