accession,method,start,end
NC_011770.1,SAGE-GI,3162001,3211000
NC_011770.1,SAGE-GI,3387001,3421000
NC_011770.1,SAGE-GI,4770001,4816000
NC_011770.1,SAGE-GI,4932001,4961000
NC_011770.1,SAGE-GI,5113001,5128000
NC_011770.1,SAGE-GI-P,698001,749000
NC_011770.1,SAGE-GI-P,862001,908000
NC_011770.1,SAGE-GI-P,1434001,1479000
NC_011770.1,SAGE-GI-P,1682001,1724000
NC_011770.1,SAGE-GI-P,2504001,2548000
NC_011770.1,SAGE-GI-P,2689001,2739000
NC_011770.1,SAGE-GI-P,2797001,2914000
NC_011770.1,SAGE-GI-P,3056001,3073000
NC_011770.1,SAGE-GI-P,3162001,3192000
NC_011770.1,SAGE-GI-P,3387001,3421000
NC_011770.1,SAGE-GI-P,4932001,4961000
NC_011770.1,SAGE-GI-F,698001,769000
NC_011770.1,SAGE-GI-F,862001,908000
NC_011770.1,SAGE-GI-F,1434001,1479000
NC_011770.1,SAGE-GI-F,1682001,1724000
NC_011770.1,SAGE-GI-F,2053001,2065000
NC_011770.1,SAGE-GI-F,2504001,2548000
NC_011770.1,SAGE-GI-F,2689001,2914000
NC_011770.1,SAGE-GI-F,3056001,3073000
NC_011770.1,SAGE-GI-F,3162001,3211000
NC_011770.1,SAGE-GI-F,3387001,3421000
NC_011770.1,SAGE-GI-F,4770001,4816000
NC_011770.1,SAGE-GI-F,4932001,4961000
NC_011770.1,SAGE-GI-F,5113001,5128000
NC_011770.1,SAGE-GI-R,42251,61150
NC_011770.1,SAGE-GI-R,123051,134650
NC_011770.1,SAGE-GI-R,217651,232050
NC_011770.1,SAGE-GI-R,283351,299150
NC_011770.1,SAGE-GI-R,327051,336150
NC_011770.1,SAGE-GI-R,444851,464950
NC_011770.1,SAGE-GI-R,545951,559350
NC_011770.1,SAGE-GI-R,615751,650650
NC_011770.1,SAGE-GI-R,664251,680150
NC_011770.1,SAGE-GI-R,691851,741750
NC_011770.1,SAGE-GI-R,752951,783150
NC_011770.1,SAGE-GI-R,855751,910250
NC_011770.1,SAGE-GI-R,965451,981050
NC_011770.1,SAGE-GI-R,1054751,1062750
NC_011770.1,SAGE-GI-R,1110451,1119550
NC_011770.1,SAGE-GI-R,1228851,1239650
NC_011770.1,SAGE-GI-R,1258651,1274550
NC_011770.1,SAGE-GI-R,1295751,1314650
NC_011770.1,SAGE-GI-R,1349851,1365750
NC_011770.1,SAGE-GI-R,1432651,1517550
NC_011770.1,SAGE-GI-R,1594451,1620350
NC_011770.1,SAGE-GI-R,1679551,1723350
NC_011770.1,SAGE-GI-R,1811451,1828950
NC_011770.1,SAGE-GI-R,1860451,1874050
NC_011770.1,SAGE-GI-R,1911051,1927150
NC_011770.1,SAGE-GI-R,2043351,2073250
NC_011770.1,SAGE-GI-R,2150151,2168450
NC_011770.1,SAGE-GI-R,2210651,2281150
NC_011770.1,SAGE-GI-R,2413951,2426850
NC_011770.1,SAGE-GI-R,2447951,2459250
NC_011770.1,SAGE-GI-R,2474851,2558850
NC_011770.1,SAGE-GI-R,2583451,2624350
NC_011770.1,SAGE-GI-R,2638551,2677450
NC_011770.1,SAGE-GI-R,2690651,2930450
NC_011770.1,SAGE-GI-R,3008751,3017750
NC_011770.1,SAGE-GI-R,3045851,3080150
NC_011770.1,SAGE-GI-R,3121451,3136950
NC_011770.1,SAGE-GI-R,3147851,3195950
NC_011770.1,SAGE-GI-R,3210151,3222550
NC_011770.1,SAGE-GI-R,3294451,3312050
NC_011770.1,SAGE-GI-R,3382151,3430550
NC_011770.1,SAGE-GI-R,3489851,3499850
NC_011770.1,SAGE-GI-R,3517451,3535150
NC_011770.1,SAGE-GI-R,3627051,3643750
NC_011770.1,SAGE-GI-R,3738851,3755850
NC_011770.1,SAGE-GI-R,3773851,3804650
NC_011770.1,SAGE-GI-R,3819951,3836750
NC_011770.1,SAGE-GI-R,3899951,3919150
NC_011770.1,SAGE-GI-R,4009151,4024850
NC_011770.1,SAGE-GI-R,4131451,4149050
NC_011770.1,SAGE-GI-R,4168251,4216650
NC_011770.1,SAGE-GI-R,4265951,4278750
NC_011770.1,SAGE-GI-R,4295851,4321950
NC_011770.1,SAGE-GI-R,4364851,4380150
NC_011770.1,SAGE-GI-R,4439751,4475250
NC_011770.1,SAGE-GI-R,4490551,4525950
NC_011770.1,SAGE-GI-R,4541851,4560050
NC_011770.1,SAGE-GI-R,4588851,4609150
NC_011770.1,SAGE-GI-R,4649551,4700950
NC_011770.1,SAGE-GI-R,4764051,4816650
NC_011770.1,SAGE-GI-R,4864351,4879950
NC_011770.1,SAGE-GI-R,4929051,4975550
NC_011770.1,SAGE-GI-R,5084551,5111250
NC_011770.1,SAGE-GI-R,5124851,5147050
NC_011770.1,SAGE-GI-R,5268851,5309050
NC_011770.1,SAGE-GI-R,5389351,5442650
NC_011770.1,SAGE-GI-R,5517251,5529950
NC_011770.1,SAGE-GI-R,5588851,5609750
NC_011770.1,SAGE-GI-R,5649351,5689250
NC_011770.1,SAGE-GI-R,5941151,5959150
NC_011770.1,SAGE-GI-R,6021751,6036750
NC_011770.1,SAGE-GI-R,6054851,6079450
NC_011770.1,SAGE-GI-R,6087551,6110250
NC_011770.1,SAGE-GI-R,6151151,6167750
NC_011770.1,SAGE-GI-R,6244451,6273950
NC_011770.1,SAGE-GI-R,6371951,6384450
NC_011770.1,SAGE-GI-R,6425351,6438350
NC_011770.1,SAGE-GI-R,6475951,6499050
NC_011770.1,SAGE-GI-R,6586351,6596750
NC_011770.1,SAGE-GI(D2),674001,761000
NC_011770.1,SAGE-GI(D2),865001,906000
NC_011770.1,SAGE-GI(D2),1433001,1500000
NC_011770.1,SAGE-GI(D2),1685001,1711000
NC_011770.1,SAGE-GI(D2),2053001,2065000
NC_011770.1,SAGE-GI(D2),2504001,2553000
NC_011770.1,SAGE-GI(D2),2701001,2907000
NC_011770.1,SAGE-GI(D2),3051001,3074000
NC_011770.1,SAGE-GI(D2),3158001,3190000
NC_011770.1,SAGE-GI(D2),3379001,3431000
NC_011770.1,SAGE-GI(D2),4647001,4707000
NC_011770.1,SAGE-GI(D2),4932001,4971000
NC_011770.1,SAGE-GI(D2),5085001,5139000
NC_011770.1,SAGE-GI(D2),5654001,5685000
NC_011770.1,SAGE-GI(D2),6584251,6596250
NC_011770.1,SAGE-GI/detrend=250kb,1001,57000
NC_011770.1,SAGE-GI/detrend=250kb,698001,749000
NC_011770.1,SAGE-GI/detrend=250kb,862001,908000
NC_011770.1,SAGE-GI/detrend=250kb,1434001,1479000
NC_011770.1,SAGE-GI/detrend=250kb,1682001,1724000
NC_011770.1,SAGE-GI/detrend=250kb,2053001,2065000
NC_011770.1,SAGE-GI/detrend=250kb,2515001,2548000
NC_011770.1,SAGE-GI/detrend=250kb,2622001,2651000
NC_011770.1,SAGE-GI/detrend=250kb,2689001,2914000
NC_011770.1,SAGE-GI/detrend=250kb,3056001,3073000
NC_011770.1,SAGE-GI/detrend=250kb,3150001,3211000
NC_011770.1,SAGE-GI/detrend=250kb,3387001,3421000
NC_011770.1,SAGE-GI/detrend=250kb,4770001,4808000
NC_011770.1,SAGE-GI/detrend=250kb,4932001,4961000
NC_011770.1,SAGE-GI/detrend=250kb,6524001,6600000
NC_011770.1,SAGE-GI/no-refine,689151,757950
NC_011770.1,SAGE-GI/no-refine,859851,908950
NC_011770.1,SAGE-GI/no-refine,1435751,1482850
NC_011770.1,SAGE-GI/no-refine,1681851,1720450
NC_011770.1,SAGE-GI/no-refine,2049351,2071250
NC_011770.1,SAGE-GI/no-refine,2500151,2556850
NC_011770.1,SAGE-GI/no-refine,2689351,2919150
NC_011770.1,SAGE-GI/no-refine,3048651,3078550
NC_011770.1,SAGE-GI/no-refine,3150151,3202250
NC_011770.1,SAGE-GI/no-refine,3391151,3428650
NC_011770.1,SAGE-GI/no-refine,4766251,4798750
NC_011770.1,SAGE-GI/no-refine,4929551,4974650
NC_011770.1,SAGE-GI/no-refine,5111151,5121550
NC_011770.1,SAGE-GI/start-assign,698001,749000
NC_011770.1,SAGE-GI/start-assign,862001,908000
NC_011770.1,SAGE-GI/start-assign,1434001,1479000
NC_011770.1,SAGE-GI/start-assign,1682001,1724000
NC_011770.1,SAGE-GI/start-assign,2053001,2065000
NC_011770.1,SAGE-GI/start-assign,2504001,2548000
NC_011770.1,SAGE-GI/start-assign,2689001,2914000
NC_011770.1,SAGE-GI/start-assign,3056001,3080000
NC_011770.1,SAGE-GI/start-assign,3149001,3215000
NC_011770.1,SAGE-GI/start-assign,3387001,3421000
NC_011770.1,SAGE-GI/start-assign,4770001,4808000
NC_011770.1,SAGE-GI/start-assign,4932001,4961000
NC_011770.1,SAGE-GI/start-assign,5114001,5128000
NC_011770.1,SAGE-GI/d=16,699001,769000
NC_011770.1,SAGE-GI/d=16,860001,911000
NC_011770.1,SAGE-GI/d=16,1440001,1475000
NC_011770.1,SAGE-GI/d=16,1676001,1724000
NC_011770.1,SAGE-GI/d=16,2055001,2066000
NC_011770.1,SAGE-GI/d=16,2230001,2272000
NC_011770.1,SAGE-GI/d=16,2506001,2549000
NC_011770.1,SAGE-GI/d=16,2696001,2908000
NC_011770.1,SAGE-GI/d=16,3055001,3080000
NC_011770.1,SAGE-GI/d=16,3162001,3213000
NC_011770.1,SAGE-GI/d=16,3387001,3421000
NC_011770.1,SAGE-GI/d=16,4770001,4791000
NC_011770.1,SAGE-GI/d=16,4932001,4961000
